row_id,entity,role,note,affiliation,person
9897,Roger Edens,Music and Lyrics,,,
9897,Arthur Freed,Music and Lyrics,,,
9898,Gus Kahn,Lyrics,,,
9898,Robert Stolz,Music,,,
9899,Jule Styne,Music,,,
9899,Walter Bullock,Lyrics,,,
9931,Jack Whitney,Sound Effects,,,
9931,Lawrence Butler,Photographic Effects,,,
9932,E. H. Hansen,Sound Effects,,,
9932,Fred Sersen,Photographic Effects,,,
9933,A. Arnold Gillespie,Photographic Effects,,,
9933,Douglas Shearer,Sound Effects,,,
9934,Bernard B. Brown,Sound Effects,,,
9934,Joseph Lapis,Sound Effects,,,
9934,John P. Fulton,Photographic Effects,,,
9935,Gordon Jennings,Photographic Effects,,,
9935,Farciot Edouart,Photographic Effects,,,
9936,Paul Eagler,Photographic Effects,,,
9936,Thomas T. Moulton,Sound Effects,,,
9937,Bernard B. Brown,Sound Effects,,,
9937,William Hedgecock,Sound Effects,,,
9937,John P. Fulton,Photographic Effects,,,
9938,R. T. Layton,Photographic Effects,,,
9938,R. O. Binger,Photographic Effects,,,
9938,Thomas T. Moulton,Sound Effects,,,
9939,Elmer Raguse,Sound Effects,,,
9939,Roy Seawright,Photographic Effects,,,
9940,Arthur Johns,Sound Effects,,,
9940,Jack Cosgrove,Photographic Effects,,,
9941,Byron Haskin,Photographic Effects,,,
9941,Nathan Levinson,Sound Effects,,,
9942,John O. Aalberg,Sound Effects,,,
9942,Vernon L. Walker,Photographic Effects,,,
9943,Farciot Edouart,Photographic Effects,,,
9943,Gordon Jennings,Photographic Effects,,,
9943,Loren Ryder,Sound Effects,,,
9944,Herbert Norsch,Sound Effects,,,
9944,Howard J. Lydecker,Photographic Effects,,,
9944,William Bradford,Photographic Effects,,,
9944,Ellis J. Thackery,Photographic Effects,,,
10046,E. Y. Harburg,Lyrics,,,
10046,Harold Arlen,Music,,,
10047,Leo Robin,Lyrics,,,
10047,Ralph Rainger,Music,,,
10048,Irving Berlin,Music and Lyrics,,,
10049,Buddy de Sylva,Music and Lyrics,,,
10179,Leo Robin,Lyrics,,,
10179,Ralph Rainger,Music,,,
10180,Chet Forrest,Lyrics,,,
10180,Bob Wright,Lyrics,,,
10180,Edward Ward,Music,,,
10181,Irving Berlin,Music and Lyrics,,,
10182,Arthur Quenzer,Lyrics,,,
10182,Lionel Newman,Music,,,
10183,Johnny Marvin,Music and Lyrics,,,
10184,Harry Warren,Music,,,
10184,Johnny Mercer,Lyrics,,,
10185,Arthur Quenzer,Lyrics,,,
10185,Phil Charig,Music,,,
10186,Ben Oakland,Music,,,
10186,Oscar Hammerstein II,Lyrics,,,
10187,Harold Adamson,Lyrics,,,
10187,Jimmy McHugh,Music,,,
10188,Irving Berlin,Music and Lyrics,,,
10226,George Bernard Shaw,Screenplay and Dialogue,,,
10302,Alfred Newman,Score,,,
10304,Max Steiner,Score,,,
10305,Dimitri Tiomkin,Score,,,
10306,Dr. Hugo Riesenfeld,Score,,,
10307,Herbert Stothart,Score,,,
10308,Alberto Colombo,Score,,,
10309,Alfred Newman,Score,,,
10310,Roy Webb,Score,,,
10311,Frank Churchill,Score,,,
10311,Leigh Harline,Score,,,
10311,Paul J. Smith,Score,,,
10312,Victor Schertzinger,Score,,,
10313,W. Franke Harling,Score,,,
10313,Milan Roder,Score,,,
10314,Marvin Hatley,Score,,,
10315,Harry Owens,Music and Lyrics,,,
10316,Al Dubin,Lyrics,,,
10316,Harry Warren,Music,,,
10317,Lew Brown,Lyrics,,,
10317,Sammy Fain,Music,,,
10318,George Gershwin,Music,,,
10318,Ira Gershwin,Lyrics,,,
10319,Frederick Hollander,Music,,,
10319,Leo Robin,Lyrics,,,
10420,Erich Wolfgang Korngold,Score,,,
10421,Max Steiner,Score,,,
10422,Max Steiner,Score,,,
10423,Werner Janssen,Score,,,
10424,Nathaniel Shilkret,Score,,,
10425,Dorothy Fields,Lyrics,,,
10425,Jerome Kern,Music,,,
10426,Harold Adamson,Lyrics,,,
10426,Walter Donaldson,Music,,,
10427,Cole Porter,Music and Lyrics,,,
10428,Louis Alter,Music,,,
10428,Sidney Mitchell,Lyrics,,,
10429,Arthur Johnston,Music,,,
10429,Johnny Burke,Lyrics,,,
10430,Richard A. Whiting,Music,,,
10430,Walter Bullock,Lyrics,,,
10513,Max Steiner,Score,,,
10514,Erich Wolfgang Korngold,Score,,,
10515,Herbert Stothart,Score,,,
10516,Ernst Toch,Score,,,
10517,Al Dubin,Lyrics,,,
10517,Harry Warren,Music,,,
10518,Irving Berlin,Music and Lyrics,,,
10519,Dorothy Fields,Lyrics,,,
10519,Jimmy McHugh,Lyrics,,,
10519,Jerome Kern,Music,,,
10582,Kenneth Webb,Score,,,
10582,Samuel Hoffenstein,Score,,,
10583,Max Steiner,Score,,,
10584,Con Conrad,Music,,,
10584,Herb Magidson,Lyrics,,,
10585,Edward Eliscu,Lyrics,,,
10585,Gus Kahn,Lyrics,,,
10585,Vincent Youmans,Music,,,
10586,Leo Robin,Lyrics,,,
10586,Ralph Rainger,Music,,,
10301,Charles Previn,head of department,,,
10302,Alfred Newman,head of department,,,
10303,Louis Silvers,head of department,,,
10304,Leo Forbstein,head of department,,,
10305,Morris Stoloff,head of department,,,
10307,Nat W. Finston,head of department,,,
10308,Alberto Colombo,head of department,,,
10311,Leigh Harline,head of department,,,
10313,Boris Morros,head of department,,,
10314,Marvin Hatley,head of department,,,
10420,Leo Forbstein,head of department,,,
10421,Leo Forbstein,head of department,,,
10422,Max Steiner,head of department,,,
10423,Boris Morros,head of department,,,
10424,Nathaniel Shilkret,head of department,,,
10513,Max Steiner,head of department,,,
10514,Leo Forbstein,head of department,,,
10515,Nat W. Finston,head of department,,,
10516,Irvin Talbot,head of department,,,
10581,Louis Silvers,head of department,,,
10582,Max Steiner,head of department,,,
10583,Max Steiner,head of department,,,
110,Cord Jefferson,Written,,,
111,Greta Gerwig,Written,,,
111,Noah Baumbach,Written,,,
112,Christopher Nolan,Written,,,
113,Tony McNamara,Screenplay,,,
114,Jonathan Glazer,Written,,,
115,Justine Triet,Screenplay,,,
115,Arthur Harari,Screenplay,,,
116,David Hemingson,Written,,,
117,Bradley Cooper,Written,,,
117,Josh Singer,Written,,,
118,Samy Burch,Screenplay,,,
118,Samy Burch,Story,,,
118,Alex Mechanik,Story,,,
119,Celine Song,Written,,,
234,Sarah Polley,Screenplay,,,
235,Edward Berger,Screenplay,,,
235,Lesley Paterson,Screenplay,,,
235,Ian Stokell,Screenplay,,,
236,Rian Johnson,Written,,,
237,Kazuo Ishiguro,Written,,,
238,Ehren Kruger,Screenplay,,,
238,Eric Warren Singer,Screenplay,,,
238,Christopher McQuarrie,Screenplay,,,
238,Peter Craig,Story,,,
238,Justin Marks,Story,,,
239,Daniel Kwan,Written,,,
239,Daniel Scheinert,Written,,,
240,Martin McDonagh,Written,,,
241,Steven Spielberg,Written,,,
241,Tony Kushner,Written,,,
242,Todd Field,Written,,,
243,Ruben Östlund,Written,,,
360,Siân Heder,Screenplay,,,
361,Ryusuke Hamaguchi,Screenplay,,,
361,Takamasa Oe,Screenplay,,,
362,Jon Spaihts,Screenplay,,,
362,Denis Villeneuve,Screenplay,,,
362,Eric Roth,Screenplay,,,
363,Maggie Gyllenhaal,Written,,,
364,Jane Campion,Written,,,
365,Kenneth Branagh,Written,,,
366,Adam McKay,Screenplay,,,
366,Adam McKay,Story,,,
366,David Sirota,Story,,,
367,Zach Baylin,Written,,,
368,Paul Thomas Anderson,Written,,,
369,Eskil Vogt,Written,,,
369,Joachim Trier,Written,,,
482,Christopher Hampton,Screenplay,,,
482,Florian Zeller,Screenplay,,,
483,Sacha Baron Cohen,Screenplay,,,
483,Anthony Hines,Screenplay,,,
483,Dan Swimer,Screenplay,,,
483,Peter Baynham,Screenplay,,,
483,Erica Rivinoja,Screenplay,,,
483,Dan Mazer,Screenplay,,,
483,Jena Friedman,Screenplay,,,
483,Lee Kern,Screenplay,,,
483,Sacha Baron Cohen,Story,,,
483,Anthony Hines,Story,,,
483,Dan Swimer,Story,,,
483,Nina Pedrad,Story,,,
484,Chloé Zhao,Written,,,
485,Kemp Powers,Screenplay,,,
486,Ramin Bahrani,Written,,,
487,Emerald Fennell,Written,,,
488,Will Berson,Screenplay,,,
488,Shaka King,Screenplay,,,
488,Will Berson,Story,,,
488,Shaka King,Story,,,
488,Kenny Lucas,Story,,,
488,Keith Lucas,Story,,,
489,Lee Isaac Chung,Written,,,
490,Darius Marder,Screenplay,,,
490,Abraham Marder,Screenplay,,,
490,Darius Marder,Story,,,
490,Derek Cianfrance,Story,,,
491,Aaron Sorkin,Written,,,
608,Taika Waititi,Screenplay,,,
609,Steven Zaillian,Screenplay,,,
610,Todd Phillips,Written,,,
610,Scott Silver,Written,,,
611,Greta Gerwig,Written,,,
612,Anthony McCarten,Written,,,
613,Bong Joon Ho,Screenplay,,,
613,Han Jin Won,Screenplay,,,
613,Bong Joon Ho,Story,,,
614,Rian Johnson,Written,,,
615,Noah Baumbach,Written,,,
616,Sam Mendes,Written,,,
616,Krysty Wilson-Cairns,Written,,,
617,Quentin Tarantino,Written,,,
733,Charlie Wachtel,Written,,,
733,David Rabinowitz,Written,,,
733,Kevin Willmott,Written,,,
733,Spike Lee,Written,,,
734,Joel Coen,Written,,,
734,Ethan Coen,Written,,,
735,Nicole Holofcener,Screenplay,,,
735,Jeff Whitty,Screenplay,,,
736,Barry Jenkins,Written,,,
737,Eric Roth,Screenplay,,,
737,Bradley Cooper,Screenplay,,,
737,Will Fetters,Screenplay,,,
738,Nick Vallelonga,Written,,,
738,Brian Currie,Written,,,
738,Peter Farrelly,Written,,,
739,Deborah Davis,Written,,,
739,Tony McNamara,Written,,,
740,Paul Schrader,Written,,,
741,Alfonso Cuarón,Written,,,
742,Adam McKay,Written,,,
859,James Ivory,Screenplay,,,
860,Scott Neustadter,Screenplay,,,
860,Michael H. Weber,Screenplay,,,
861,Scott Frank,Screenplay,,,
861,James Mangold,Screenplay,,,
861,Michael Green,Screenplay,,,
861,James Mangold,Story,,,
862,Aaron Sorkin,Written,,,
863,Virgil Williams,Screenplay,,,
863,Dee Rees,Screenplay,,,
864,Jordan Peele,Written,,,
865,Emily V. Gordon,Written,,,
865,Kumail Nanjiani,Written,,,
866,Greta Gerwig,Written,,,
867,Guillermo del Toro,Screenplay,,,
867,Vanessa Taylor,Screenplay,,,
867,Guillermo del Toro,Story,,,
868,Martin McDonagh,Written,,,
986,Barry Jenkins,Screenplay,,,
986,Tarell Alvin McCraney,Story,,,
987,Eric Heisserer,Screenplay,,,
988,August Wilson,Screenplay,,,
989,Allison Schroeder,Screenplay,,,
989,Theodore Melfi,Screenplay,,,
990,Luke Davies,Screenplay,,,
991,Kenneth Lonergan,Written,,,
992,Taylor Sheridan,Written,,,
993,Damien Chazelle,Written,,,
994,Yorgos Lanthimos,Written,,,
994,Efthimis Filippou,Written,,,
995,Mike Mills,Written,,,
1111,Charles Randolph,Screenplay,,,
1111,Adam McKay,Screenplay,,,
1112,Nick Hornby,Screenplay,,,
1113,Phyllis Nagy,Screenplay,,,
1114,Drew Goddard,Screenplay,,,
1115,Emma Donoghue,Screenplay,,,
1116,Josh Singer,Written,,,
1116,Tom McCarthy,Written,,,
1117,Matt Charman,Written,,,
1117,Ethan Coen,Written,,,
1117,Joel Coen,Written,,,
1118,Alex Garland,Written,,,
1119,Pete Docter,Screenplay,,,
1119,Meg LeFauve,Screenplay,,,
1119,Josh Cooley,Screenplay,,,
1119,Pete Docter,story,,,
1119,Ronnie del Carmen,story,,,
1120,Jonathan Herman,Screenplay,,,
1120,Andrea Berloff,Screenplay,,,
1120,S. Leigh Savidge,Story,,,
1120,Alan Wenkus,Story,,,
1120,Andrea Berloff,Story,,,
1235,Graham Moore,Written,,,
1236,Jason Hall,Written,,,
1237,Paul Thomas Anderson,Written,,,
1238,Anthony McCarten,Screenplay,,,
1239,Damien Chazelle,Written,,,
1240,Alejandro G. Iñárritu,Written,,,
1240,Nicolás Giacobone,Written,,,
1240,Alexander Dinelaris Jr,Written,,,
1240,Armando Bo,Written,,,
1241,Richard Linklater,Written,,,
1242,E. Max Frye,Written,,,
1242,Dan Futterman,Written,,,
1243,Wes Anderson,Screenplay,,,
1243,Wes Anderson,Story,,,
1243,Hugo Guinness,Story,,,
1244,Dan Gilroy,Written,,,
1361,John Ridley,Screenplay,,,
1362,Richard Linklater,Written,,,
1362,Julie Delpy,Written,,,
1362,Ethan Hawke,Written,,,
1363,Billy Ray,Screenplay,,,
1364,Steve Coogan,Screenplay,,,
1364,Jeff Pope,Screenplay,,,
1365,Terence Winter,Screenplay,,,
1366,Spike Jonze,Written,,,
1367,Eric Warren Singer,Written,,,
1367,David O. Russell,Written,,,
1368,Woody Allen,Written,,,
1369,Craig Borten,Written,,,
1369,Melisa Wallack,Written,,,
1370,Bob Nelson,Written,,,
1487,Chris Terrio,Screenplay,,,
1488,Lucy Alibar,Screenplay,,,
1488,Benh Zeitlin,Screenplay,,,
1489,David Magee,Screenplay,,,
1490,Tony Kushner,Screenplay,,,
1491,David O. Russell,Screenplay,,,
1492,Quentin Tarantino,Written,,,
1493,Michael Haneke,Written,,,
1494,John Gatins,Written,,,
1495,Wes Anderson,Written,,,
1495,Roman Coppola,Written,,,
1496,Mark Boal,Written,,,
1610,Alexander Payne,Screenplay,,,
1610,Nat Faxon,Screenplay,,,
1610,Jim Rash,Screenplay,,,
1611,John Logan,Screenplay,,,
1612,George Clooney,Screenplay,,,
1612,Grant Heslov,Screenplay,,,
1612,Beau Willimon,Screenplay,,,
1613,Steven Zaillian,Screenplay,,,
1613,Aaron Sorkin,Screenplay,,,
1613,Stan Chervin,Story,,,
1614,Bridget O'Connor,Screenplay,,,
1614,Peter Straughan,Screenplay,,,
1615,Woody Allen,Written,,,
1616,Michel Hazanavicius,Written,,,
1617,Annie Mumolo,Written,,,
1617,Kristen Wiig,Written,,,
1618,J.C. Chandor,Written,,,
1619,Asghar Farhadi,Written,,,
1733,Aaron Sorkin,Screenplay,,,
1734,Danny Boyle,Screenplay,,,
1734,Simon Beaufoy,Screenplay,,,
1735,Michael Arndt,Screenplay,,,
1735,John Lasseter,Story,,,
1735,Andrew Stanton,Story,,,
1735,Lee Unkrich,Story,,,
1736,Joel Coen,Written,,,
1736,Ethan Coen,Written,,,
1737,Debra Granik,Adapted,,,
1737,Anne Rosellini,Adapted,,,
1738,David Seidler,Screenplay,,,
1739,Mike Leigh,Written,,,
1740,Scott Silver,Screenplay,,,
1740,Paul Tamasy,Screenplay,,,
1740,Eric Johnson,Screenplay,,,
1740,Keith Dorrington,Story,,,
1740,Paul Tamasy,Story,,,
1740,Eric Johnson,Story,,,
1741,Christopher Nolan,Written,,,
1742,Lisa Cholodenko,Written,,,
1742,Stuart Blumberg,Written,,,
1858,Geoffrey Fletcher,Screenplay,,,
1859,Neill Blomkamp,Written,,,
1859,Terri Tatchell,Written,,,
1860,Nick Hornby,Screenplay,,,
1861,Jesse Armstrong,Screenplay,,,
1861,Simon Blackwell,Screenplay,,,
1861,Armando Iannucci,Screenplay,,,
1861,Tony Roche,Screenplay,,,
1862,Jason Reitman,Screenplay,,,
1862,Sheldon Turner,Screenplay,,,
1863,Mark Boal,Written,,,
1864,Quentin Tarantino,Written,,,
1865,Alessandro Camon,Written,,,
1865,Oren Moverman,Written,,,
1866,Joel Coen,Written,,,
1866,Ethan Coen,Written,,,
1867,Bob Peterson,Screenplay,,,
1867,Pete Docter,Screenplay,,,
1867,Pete Docter,Story,,,
1867,Bob Peterson,Story,,,
1867,Tom McCarthy,Story,,,
1973,Simon Beaufoy,Screenplay,,,
1974,Eric Roth,Screenplay,,,
1974,Eric Roth,story,,,
1974,Robin Swicord,story,,,
1975,John Patrick Shanley,Written,,,
1976,Peter Morgan,Screenplay,,,
1977,David Hare,Screenplay,,,
1978,Dustin Lance Black,Written,,,
1979,Courtney Hunt,Written,,,
1980,Mike Leigh,Written,,,
1981,Martin McDonagh,Written,,,
1982,Andrew Stanton,Screenplay,,,
1982,Jim Reardon,Screenplay,,,
1982,Andrew Stanton,story,,,
1982,Pete Docter,story,,,
2087,Joel Coen,Written,,,
2087,Ethan Coen,Written,,,
2088,Christopher Hampton,Screenplay,,,
2089,Sarah Polley,Written,,,
2090,Ronald Harwood,Screenplay,,,
2091,Paul Thomas Anderson,Written,,,
2092,Diablo Cody,Written,,,
2093,Nancy Oliver,Written,,,
2094,Tony Gilroy,Written,,,
2095,Brad Bird,Screenplay,,,
2095,Jan Pinkava,Story,,,
2095,Jim Capobianco,Story,,,
2095,Brad Bird,Story,,,
2096,Tamara Jenkins,Written,,,
2201,William Monahan,Screenplay,,,
2202,Sacha Baron Cohen,Screenplay,,,
2202,Anthony Hines,Screenplay,,,
2202,Peter Baynham,Screenplay,,,
2202,Dan Mazer,Screenplay,,,
2202,Sacha Baron Cohen,Story,,,
2202,Peter Baynham,Story,,,
2202,Anthony Hines,Story,,,
2202,Todd Phillips,Story,,,
2203,Alfonso Cuarón,Screenplay,,,
2203,Timothy J. Sexton,Screenplay,,,
2203,David Arata,Screenplay,,,
2203,Mark Fergus,Screenplay,,,
2203,Hawk Ostby,Screenplay,,,
2204,Todd Field,Screenplay,,,
2204,Tom Perrotta,Screenplay,,,
2205,Patrick Marber,Screenplay,,,
2206,Michael Arndt,Written,,,
2207,Guillermo Arriaga,Written,,,
2208,Iris Yamashita,Screenplay,,,
2208,Iris Yamashita,Story,,,
2208,Paul Haggis,Story,,,
2209,Guillermo del Toro,Written,,,
2210,Peter Morgan,Written,,,
2312,Larry McMurtry,Screenplay,,,
2312,Diana Ossana,Screenplay,,,
2313,Dan Futterman,Screenplay,,,
2314,Jeffrey Caine,Screenplay,,,
2315,Josh Olson,Screenplay,,,
2316,Tony Kushner,Screenplay,,,
2316,Eric Roth,Screenplay,,,
2317,Paul Haggis,Screenplay,,,
2317,Bobby Moresco,Screenplay,,,
2317,Paul Haggis,Story,,,
2318,George Clooney,Screenplay,,,
2318,Grant Heslov,Screenplay,,,
2319,Woody Allen,Written,,,
2320,Noah Baumbach,Written,,,
2321,Stephen Gaghan,Written,,,
2425,Alexander Payne,Screenplay,,,
2425,Jim Taylor,Screenplay,,,
2426,Richard Linklater,Screenplay,,,
2426,Julie Delpy,Screenplay,,,
2426,Ethan Hawke,Screenplay,,,
2426,Richard Linklater,Story,,,
2426,Kim Krizan,Story,,,
2427,David Magee,Screenplay,,,
2428,Paul Haggis,Screenplay,,,
2429,José Rivera,Screenplay,,,
2430,Charlie Kaufman,Screenplay,,,
2430,Charlie Kaufman,Story,,,
2430,Michel Gondry,Story,,,
2430,Pierre Bismuth,Story,,,
2431,John Logan,Written,,,
2432,Keir Pearson,Written,,,
2432,Terry George,Written,,,
2433,Brad Bird,Written,,,
2434,Mike Leigh,Written,,,
2537,Fran Walsh,Screenplay,,,
2537,Philippa Boyens,Screenplay,,,
2537,Peter Jackson,Screenplay,,,
2538,Robert Pulcini,Written,,,
2538,Shari Springer Berman,Written,,,
2539,Braulio Mantovani,Screenplay,,,
2540,Brian Helgeland,Screenplay,,,
2541,Gary Ross,Written,,,
2542,Sofia Coppola,Written,,,
2543,Denys Arcand,Written,,,
2544,Steven Knight,Written,,,
2545,Andrew Stanton,Screenplay,,,
2545,Bob Peterson,Screenplay,,,
2545,David Reynolds,Screenplay,,,
2545,Andrew Stanton,Story,,,
2546,Jim Sheridan,Written,,,
2546,Naomi Sheridan,Written,,,
2546,Kirsten Sheridan,Written,,,
2650,Ronald Harwood,Screenplay,,,
2651,Peter Hedges,Screenplay,,,
2651,Chris Weitz,Screenplay,,,
2651,Paul Weitz,Screenplay,,,
2652,Charlie Kaufman,Screenplay,,,
2652,Donald Kaufman,Screenplay,,,
2653,Bill Condon,Screenplay,,,
2654,David Hare,Screenplay,,,
2655,Pedro Almodóvar,Written,,,
2656,Todd Haynes,Written,,,
2657,Jay Cocks,Screenplay,,,
2657,Steve Zaillian,Screenplay,,,
2657,Kenneth Lonergan,Screenplay,,,
2657,Jay Cocks,Story,,,
2658,Nia Vardalos,Written,,,
2659,Carlos Cuarón,Written,,,
2659,Alfonso Cuarón,Written,,,
2760,Akiva Goldsman,Written,,,
2761,Daniel Clowes,Written,,,
2761,Terry Zwigoff,Written,,,
2762,Rob Festinger,Screenplay,,,
2762,Todd Field,Screenplay,,,
2763,Fran Walsh,Screenplay,,,
2763,Philippa Boyens,Screenplay,,,
2763,Peter Jackson,Screenplay,,,
2764,Ted Elliott,Written,,,
2764,Terry Rossio,Written,,,
2764,Joe Stillman,Written,,,
2764,Roger S.H. Schulman,Written,,,
2765,Julian Fellowes,Written,,,
2766,Guillaume Laurant,Screenplay,,,
2766,Jean-Pierre Jeunet,Screenplay,,,
2767,Christopher Nolan,Screenplay,,,
2767,Jonathan Nolan,Story,,,
2768,Milo Addica,Written,,,
2768,Will Rokos,Written,,,
2769,Wes Anderson,Written,,,
2769,Owen Wilson,Written,,,
2869,Stephen Gaghan,Screenplay,,,
2870,Robert Nelson Jacobs,Screenplay,,,
2871,Wang Hui Ling,Written,,,
2871,James Schamus,Written,,,
2871,Tsai Kuo Jung,Written,,,
2872,Ethan Coen,Written,,,
2872,Joel Coen,Written,,,
2873,Steve Kloves,Screenplay,,,
2874,Cameron Crowe,Written,,,
2875,Lee Hall,Written,,,
2876,Susannah Grant,Written,,,
2877,David Franzoni,Screenplay,,,
2877,John Logan,Screenplay,,,
2877,William Nicholson,Screenplay,,,
2877,David Franzoni,Story,,,
2878,Kenneth Lonergan,Written,,,
3060,Jerry Goldsmith,Score,,,
3062,Hans Zimmer,Score,,,
3100,Warren Beatty,Screenplay,,,
3100,Jeremy Pikser,Screenplay,,,
3100,Warren Beatty,Story,,,
3175,David Newman,Score,,,
3216,Mark Andrus,Screenplay,,,
3216,James L. Brooks,Screenplay,,,
3216,Mark Andrus,Story,,,
3291,Alan Menken,Score,,,
3333,Jan Sardi,Screenplay,,,
3333,Scott Hicks,Story,,,
3404,Alan Menken,Score,,,
3448,Joss Whedon,Screenplay,,,
3448,Andrew Stanton,Screenplay,,,
3448,Joel Cohen,Screenplay,,,
3448,Alec Sokolow,Screenplay,,,
3448,John Lasseter,Story,,,
3448,Peter Docter,Story,,,
3448,Andrew Stanton,Story,,,
3448,Joe Ranft,Story,,,
3556,Quentin Tarantino,Screenplay,,,
3670,Nora Ephron,Screenplay,,,
3670,David S. Ward,Screenplay,,,
3670,Jeff Arch,Screenplay,,,
3670,Jeff Arch,Story,,,
4200,Anna Hamilton Phelan,Screenplay,,,
4200,Anna Hamilton Phelan,Story,,,
4200,Tab Murphy,Story,,,
4203,Ronald Bass,Screenplay,,,
4203,Barry Morrow,Screenplay,,,
4203,Barry Morrow,Story,,,
4206,John Cleese,Screenplay,,,
4206,John Cleese,Story,,,
4206,Charles Crichton,Story,,,
4414,Paul Hogan,Screenplay,,,
4414,Ken Shadie,Screenplay,,,
4414,John Cornell,Screenplay,,,
4414,Paul Hogan,Story,,,
4520,Earl W. Wallace,Screenplay,,,
4520,William Kelley,Screenplay,,,
4520,William Kelley,Story,,,
4520,Pamela Wallace,Story,,,
4520,Earl W. Wallace,Story,,,
4629,Daniel Petrie Jr,Screenplay,,,
4629,Danilo Bach,Story,,,
4629,Daniel Petrie Jr,Story,,,
4632,Lowell Ganz,Screenplay,,,
4632,Babaloo Mandel,Screenplay,,,
4632,Bruce Jay Friedman,Screenplay,,,
4632,Bruce Jay Friedman,Story,,,
4632,Brian Grazer,story,,,
4702,Michel Legrand,Song Score,,,
4702,Alan Bergman,Song Score,,,
4702,Marilyn Bergman,Song Score,,,
4808,Henry Mancini,Song Score,,,
4808,Leslie Bricusse,Song Score,,,
4849,Larry Gelbart,Screenplay,,,
4849,Murray Schisgal,Screenplay,,,
4849,Don McGuire,Story,,,
4849,Larry Gelbart,Story,,,
5046,Lawrence B. Marcus,Screenplay,,,
5048,W. D. Richter,Screenplay,,,
5048,W. D. Richter,Story,,,
5048,Arthur Ross,Story,,,
5121,Paul Williams,Song Score,,,
5121,Kenny Ascher,Song Score,,,
5260,Nancy Dowd,Story,,,
5260,Waldo Salt,Screenplay,,,
5260,Robert C. Jones,Screenplay,,,
5262,Michael Cimino,Story,,,
5262,Deric Washburn,Story,,,
5262,Louis Garfinkle,Story,,,
5262,Quinn K. Redeker,Story,,,
5262,Deric Washburn,Screenplay,,,
5337,Al Kasha,Song Score,,,
5337,Joel Hirschhorn,Song Score,,,
5338,Richard M. Sherman,Song Score,,,
5338,Robert B. Sherman,Song Score,,,
5446,Paul Williams,Adaptation Score,,,
5477,Jean-Charles Tacchella,Screenplay,,,
5657,Alan Jay Lerner,Song Score,,,
5657,Frederick Loewe,Song Score,,,
5657,Angela Morley,Adaptation Score,,,
5657,Douglas Gamley,Adaptation Score,,,
5658,Paul Williams,Adaptation Score,,,
5658,George Aliceson Tipton,Adaptation Score,,,
5690,Mordecai Richler,Screenplay,,,
5764,Andre Previn,Adaptation Score,,,
5764,Herbert Spencer,Adaptation Score,,,
5764,Andrew Lloyd Webber,Adaptation Score,,,
5765,Richard M. Sherman,Song Score,,,
5765,Robert B. Sherman,Song Score,,,
5897,Luis Buñuel,Screenplay,,,
5971,Richard M. Sherman,Song Score,,,
5971,Robert B. Sherman,Song Score,,,
5972,Peter Maxwell Davies,Adaptation Score,,,
5972,Peter Greenwell,Adaptation Score,,,
5974,Leslie Bricusse,Song Score,,,
5974,Anthony Newley,Song Score,,,
6078,Ian Fraser,adaptation score,,,
6078,Herbert W. Spencer,adaptation score,,,
6108,Bob Rafelson,Story,,,
6108,Adrien Joyce,Story,,,
6108,Adrien Joyce,Screenplay,,,
6181,Lennie Hayton,Adaptation score,,,
6181,Lionel Newman,Adaptation score,,,
6185,John Green,Adaptation score,,,
6185,Albert Woodbury,Adaptation score,,,
6210,John Hale,Screenplay,,,
6210,Bridget Boland,Screenplay,,,
6216,Nicola Badalucco,Story,,,
6216,Nicola Badalucco,Screenplay,,,
6216,Enrico Medioli,Screenplay,,,
6216,Luchino Visconti,Screenplay,,,
6218,Walon Green,Story,,,
6218,Roy N. Sickner,Story,,,
6218,Walon Green,Screenplay,,,
6218,Sam Peckinpah,Screenplay,,,
6290,Michel Legrand,adaptation score,,,
