,rok,plik,kategoria,obiekt,czyWygrany
160,2019,../pages/555cbfc7-9223-4abe-8b90-9ce05da9a39d.html,HONORARY AWARD,Marvin Levy,True
161,2019,../pages/555cbfc7-9223-4abe-8b90-9ce05da9a39d.html,HONORARY AWARD,Lalo Schifrin,True
162,2019,../pages/555cbfc7-9223-4abe-8b90-9ce05da9a39d.html,HONORARY AWARD,Cicely Tyson,True
163,2019,../pages/555cbfc7-9223-4abe-8b90-9ce05da9a39d.html,IRVING G. THALBERG MEMORIAL AWARD,Kathleen Kennedy and Frank Marshall,True
164,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,ACTOR IN A LEADING ROLE,"Gary Oldman - ""Darkest Hour""",True
165,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,ACTOR IN A SUPPORTING ROLE,"Sam Rockwell - ""Three Billboards outside Ebbing, Missouri""",True
166,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,ACTRESS IN A LEADING ROLE,"Frances McDormand - ""Three Billboards outside Ebbing, Missouri""",True
167,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,ACTRESS IN A SUPPORTING ROLE,"Allison Janney - ""I, Tonya""",True
168,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,ANIMATED FEATURE FILM,"Lee Unkrich and Darla K. Anderson - ""Coco""",True
169,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,CINEMATOGRAPHY,"Roger A. Deakins - ""Blade Runner 2049""",True
170,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,COSTUME DESIGN,"Mark Bridges - ""Phantom Thread""",True
171,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,DIRECTING,"Guillermo del Toro - ""The Shape of Water""",True
172,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,DOCUMENTARY (Feature),"Bryan Fogel and Dan Cogan - ""Icarus""",True
173,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,DOCUMENTARY (Short Subject),"Frank Stiefel - ""Heaven Is a Traffic Jam on the 405""",True
174,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,FILM EDITING,"Lee Smith - ""Dunkirk""",True
175,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,FOREIGN LANGUAGE FILM,"Chile - ""A Fantastic Woman""",True
176,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,MAKEUP AND HAIRSTYLING,"Kazuhiro Tsuji, David Malinowski and Lucy Sibbick - ""Darkest Hour""",True
177,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,MUSIC (Original Score),"Alexandre Desplat - ""The Shape of Water""",True
178,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,MUSIC (Original Song),"Music and Lyric by Kristen Anderson-Lopez and Robert Lopez - ""Coco""",True
179,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,BEST PICTURE,"Guillermo del Toro and J. Miles Dale, Producers - ""The Shape of Water""",True
180,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,PRODUCTION DESIGN,"Production Design: Paul Denham Austerberry; Set Decoration: Shane Vieau and Jeffrey A. Melvin - ""The Shape of Water""",True
181,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,SHORT FILM (Animated),"Glen Keane and Kobe Bryant - ""Dear Basketball""",True
182,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,SHORT FILM (Live Action),"Chris Overton and Rachel Shenton - ""The Silent Child""",True
183,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,SOUND EDITING,"Richard King and Alex Gibson - ""Dunkirk""",True
184,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,SOUND MIXING,"Gregg Landaker, Gary A. Rizzo and Mark Weingarten - ""Dunkirk""",True
185,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,VISUAL EFFECTS,"John Nelson, Gerd Nefzer, Paul Lambert and Richard R. Hoover - ""Blade Runner 2049""",True
186,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,WRITING (Adapted Screenplay),"Screenplay by James Ivory - ""Call Me by Your Name""",True
187,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,WRITING (Original Screenplay),"Written by Jordan Peele - ""Get Out""",True
188,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,SPECIAL AWARD,Alejandro G. Iñárritu's CARNE y ARENA virtual reality installation,True
189,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,HONORARY AWARD,Charles Burnett,True
190,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,HONORARY AWARD,Owen Roizman,True
191,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,HONORARY AWARD,Donald Sutherland for a lifetime of indelible characters,True
192,2018,../pages/62024780-5116-497d-97e4-98eee4ae3e9a.html,HONORARY AWARD,Agnès Varda,True
193,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,ACTOR IN A LEADING ROLE,"Casey Affleck - ""Manchester by the Sea""",True
194,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,ACTOR IN A SUPPORTING ROLE,"Mahershala Ali - ""Moonlight""",True
195,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,ACTRESS IN A LEADING ROLE,"Emma Stone - ""La La Land""",True
196,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,ACTRESS IN A SUPPORTING ROLE,"Viola Davis - ""Fences""",True
197,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,ANIMATED FEATURE FILM,"Byron Howard, Rich Moore and Clark Spencer - ""Zootopia""",True
198,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,CINEMATOGRAPHY,"Linus Sandgren - ""La La Land""",True
199,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,COSTUME DESIGN,"Colleen Atwood - ""Fantastic Beasts and Where to Find Them""",True
200,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,DIRECTING,"Damien Chazelle - ""La La Land""",True
201,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,DOCUMENTARY (Feature),"Ezra Edelman and Caroline Waterlow - ""O.J.: Made in America""",True
202,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,DOCUMENTARY (Short Subject),"Orlando von Einsiedel and Joanna Natasegara - ""The White Helmets""",True
203,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,FILM EDITING,"John Gilbert - ""Hacksaw Ridge""",True
204,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,FOREIGN LANGUAGE FILM,"Iran - ""The Salesman""",True
205,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,MAKEUP AND HAIRSTYLING,"Alessandro Bertolazzi, Giorgio Gregorini and Christopher Nelson - ""Suicide Squad""",True
206,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,MUSIC (Original Score),"Justin Hurwitz - ""La La Land""",True
207,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,MUSIC (Original Song),"Music by Justin Hurwitz; Lyric by Benj Pasek and Justin Paul - ""La La Land""",True
208,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,BEST PICTURE,"Adele Romanski, Dede Gardner and Jeremy Kleiner, Producers - ""Moonlight""",True
209,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,PRODUCTION DESIGN,"Production Design: David Wasco; Set Decoration: Sandy Reynolds-Wasco - ""La La Land""",True
210,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,SHORT FILM (Animated),"Alan Barillaro and Marc Sondheimer - ""Piper""",True
211,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,SHORT FILM (Live Action),"Kristof Deák and Anna Udvardy - ""Sing""",True
212,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,SOUND EDITING,"Sylvain Bellemare - ""Arrival""",True
213,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,SOUND MIXING,"Kevin O'Connell, Andy Wright, Robert Mackenzie and Peter Grace - ""Hacksaw Ridge""",True
214,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,VISUAL EFFECTS,"Robert Legato, Adam Valdez, Andrew R. Jones and Dan Lemmon - ""The Jungle Book""",True
215,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,WRITING (Adapted Screenplay),"Screenplay by Barry Jenkins; Story by Tarell Alvin McCraney - ""Moonlight""",True
216,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,WRITING (Original Screenplay),"Written by Kenneth Lonergan - ""Manchester by the Sea""",True
217,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,HONORARY AWARD,Jackie Chan,True
218,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,HONORARY AWARD,Anne V. Coates,True
219,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,HONORARY AWARD,Lynn Stalmaster,True
220,2017,../pages/124c15ac-4bb2-47c6-ba13-189c2923eac3.html,HONORARY AWARD,Frederick Wiseman,True
221,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,ACTOR IN A LEADING ROLE,"Leonardo DiCaprio - ""The Revenant""",True
222,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,ACTOR IN A SUPPORTING ROLE,"Mark Rylance - ""Bridge of Spies""",True
223,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,ACTRESS IN A LEADING ROLE,"Brie Larson - ""Room""",True
224,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,ACTRESS IN A SUPPORTING ROLE,"Alicia Vikander - ""The Danish Girl""",True
225,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,ANIMATED FEATURE FILM,"Pete Docter and Jonas Rivera - ""Inside Out""",True
226,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,CINEMATOGRAPHY,"Emmanuel Lubezki - ""The Revenant""",True
227,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,COSTUME DESIGN,"Jenny Beavan - ""Mad Max: Fury Road""",True
228,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,DIRECTING,"Alejandro G. Iñárritu - ""The Revenant""",True
229,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,DOCUMENTARY (Feature),"Asif Kapadia and James Gay-Rees - ""Amy""",True
230,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,DOCUMENTARY (Short Subject),"Sharmeen Obaid-Chinoy - ""A Girl in the River: The Price of Forgiveness""",True
231,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,FILM EDITING,"Margaret Sixel - ""Mad Max: Fury Road""",True
232,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,FOREIGN LANGUAGE FILM,"Hungary - ""Son of Saul""",True
233,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,MAKEUP AND HAIRSTYLING,"Lesley Vanderwalt, Elka Wardega and Damian Martin - ""Mad Max: Fury Road""",True
234,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,MUSIC (Original Score),"Ennio Morricone - ""The Hateful Eight""",True
235,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,MUSIC (Original Song),"Music and Lyric by Jimmy Napes and Sam Smith - ""Spectre""",True
236,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,BEST PICTURE,"Michael Sugar, Steve Golin, Nicole Rocklin and Blye Pagon Faust, Producers - ""Spotlight""",True
237,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,PRODUCTION DESIGN,"Production Design: Colin Gibson; Set Decoration: Lisa Thompson - ""Mad Max: Fury Road""",True
238,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,SHORT FILM (Animated),"Gabriel Osorio and Pato Escala - ""Bear Story""",True
239,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,SHORT FILM (Live Action),"Benjamin Cleary and Serena Armitage - ""Stutterer""",True
240,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,SOUND EDITING,"Mark Mangini and David White - ""Mad Max: Fury Road""",True
241,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,SOUND MIXING,"Chris Jenkins, Gregg Rudloff and Ben Osmo - ""Mad Max: Fury Road""",True
242,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,VISUAL EFFECTS,"Andrew Whitehurst, Paul Norris, Mark Ardington and Sara Bennett - ""Ex Machina""",True
243,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,WRITING (Adapted Screenplay),"Screenplay by Charles Randolph and Adam McKay - ""The Big Short""",True
244,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,WRITING (Original Screenplay),"Written by Josh Singer & Tom McCarthy - ""Spotlight""",True
245,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,JEAN HERSHOLT HUMANITARIAN AWARD,Debbie Reynolds,True
246,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,HONORARY AWARD,Spike Lee,True
247,2016,../pages/1066be6e-abba-4c42-903d-1452b0a48c0c.html,HONORARY AWARD,Gena Rowlands,True
248,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,ACTOR IN A LEADING ROLE,"Eddie Redmayne - ""The Theory of Everything""",True
249,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,ACTOR IN A SUPPORTING ROLE,"J.K. Simmons - ""Whiplash""",True
250,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,ACTRESS IN A LEADING ROLE,"Julianne Moore - ""Still Alice""",True
251,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,ACTRESS IN A SUPPORTING ROLE,"Patricia Arquette - ""Boyhood""",True
252,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,ANIMATED FEATURE FILM,"Don Hall, Chris Williams and Roy Conli - ""Big Hero 6""",True
253,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,CINEMATOGRAPHY,"Emmanuel Lubezki - ""Birdman or (The Unexpected Virtue of Ignorance)""",True
254,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,COSTUME DESIGN,"Milena Canonero - ""The Grand Budapest Hotel""",True
255,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,DIRECTING,"Alejandro G. Iñárritu - ""Birdman or (The Unexpected Virtue of Ignorance)""",True
256,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,DOCUMENTARY (Feature),"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky - ""CitizenFour""",True
257,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,DOCUMENTARY (Short Subject),"Ellen Goosenberg Kent and Dana Perry - ""Crisis Hotline: Veterans Press 1""",True
258,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,FILM EDITING,"Tom Cross - ""Whiplash""",True
259,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,FOREIGN LANGUAGE FILM,"Poland - ""Ida""",True
260,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,MAKEUP AND HAIRSTYLING,"Frances Hannon and Mark Coulier - ""The Grand Budapest Hotel""",True
261,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,MUSIC (Original Score),"Alexandre Desplat - ""The Grand Budapest Hotel""",True
262,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,MUSIC (Original Song),"Music and Lyric by John Stephens and Lonnie Lynn - ""Selma""",True
263,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,BEST PICTURE,"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole, Producers - ""Birdman or (The Unexpected Virtue of Ignorance)""",True
264,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,PRODUCTION DESIGN,"Production Design: Adam Stockhausen; Set Decoration: Anna Pinnock - ""The Grand Budapest Hotel""",True
265,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,SHORT FILM (Animated),"Patrick Osborne and Kristina Reed - ""Feast""",True
266,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,SHORT FILM (Live Action),"Mat Kirkby and James Lucas - ""The Phone Call""",True
267,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,SOUND EDITING,"Alan Robert Murray and Bub Asman - ""American Sniper""",True
268,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,SOUND MIXING,"Craig Mann, Ben Wilkins and Thomas Curley - ""Whiplash""",True
269,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,VISUAL EFFECTS,"Paul Franklin, Andrew Lockley, Ian Hunter and Scott Fisher - ""Interstellar""",True
270,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,WRITING (Adapted Screenplay),"Written by Graham Moore - ""The Imitation Game""",True
271,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,WRITING (Original Screenplay),"Written by Alejandro G. Iñárritu, Nicolás Giacobone, Alexander Dinelaris, Jr. & Armando Bo - ""Birdman or (The Unexpected Virtue of Ignorance)""",True
272,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,JEAN HERSHOLT HUMANITARIAN AWARD,Harry Belafonte,True
273,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,HONORARY AWARD,Jean-Claude Carrière,True
274,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,HONORARY AWARD,Hayao Miyazaki,True
275,2015,../pages/fde07af5-12c1-4088-a9f3-bcd3925f9265.html,HONORARY AWARD,Maureen O'Hara,True
276,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,ACTOR IN A LEADING ROLE,"Matthew McConaughey - ""Dallas Buyers Club""",True
277,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,ACTOR IN A SUPPORTING ROLE,"Jared Leto - ""Dallas Buyers Club""",True
278,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,ACTRESS IN A LEADING ROLE,"Cate Blanchett - ""Blue Jasmine""",True
279,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,ACTRESS IN A SUPPORTING ROLE,"Lupita Nyong'o - ""12 Years a Slave""",True
280,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,ANIMATED FEATURE FILM,"Chris Buck, Jennifer Lee and Peter Del Vecho - ""Frozen""",True
281,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,CINEMATOGRAPHY,"Emmanuel Lubezki - ""Gravity""",True
282,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,COSTUME DESIGN,"Catherine Martin - ""The Great Gatsby""",True
283,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,DIRECTING,"Alfonso Cuarón - ""Gravity""",True
284,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,DOCUMENTARY (Feature),"Morgan Neville, Gil Friesen and Caitrin Rogers - ""20 Feet from Stardom""",True
285,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,DOCUMENTARY (Short Subject),"Malcolm Clarke and Nicholas Reed - ""The Lady in Number 6: Music Saved My Life""",True
286,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,FILM EDITING,"Alfonso Cuarón and Mark Sanger - ""Gravity""",True
287,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,FOREIGN LANGUAGE FILM,"Italy - ""The Great Beauty""",True
288,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,MAKEUP AND HAIRSTYLING,"Adruitha Lee and Robin Mathews - ""Dallas Buyers Club""",True
289,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,MUSIC (Original Score),"Steven Price - ""Gravity""",True
290,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,MUSIC (Original Song),"Music and Lyric by Kristen Anderson-Lopez and Robert Lopez - ""Frozen""",True
291,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,BEST PICTURE,"Brad Pitt, Dede Gardner, Jeremy Kleiner, Steve McQueen and Anthony Katagas, Producers - ""12 Years a Slave""",True
292,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,PRODUCTION DESIGN,"Production Design: Catherine Martin; Set Decoration: Beverley Dunn - ""The Great Gatsby""",True
293,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,SHORT FILM (Animated),"Laurent Witz and Alexandre Espigares - ""Mr. Hublot""",True
294,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,SHORT FILM (Live Action),"Anders Walter and Kim Magnusson - ""Helium""",True
295,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,SOUND EDITING,"Glenn Freemantle - ""Gravity""",True
296,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,SOUND MIXING,"Skip Lievsay, Niv Adiri, Christopher Benstead and Chris Munro - ""Gravity""",True
297,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,VISUAL EFFECTS,"Tim Webber, Chris Lawrence, David Shirk and Neil Corbould - ""Gravity""",True
298,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,WRITING (Adapted Screenplay),"Screenplay by John Ridley - ""12 Years a Slave""",True
299,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,WRITING (Original Screenplay),"Written by Spike Jonze - ""Her""",True
300,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,JEAN HERSHOLT HUMANITARIAN AWARD,Angelina Jolie,True
301,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,HONORARY AWARD,Angela Lansbury,True
302,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,HONORARY AWARD,Steve Martin in recognition of his extraordinary talents and the unique inspiration he has brought to the art of motion pictures.,True
303,2014,../pages/ae527285-6c96-4320-a2f8-2eeed54802b8.html,HONORARY AWARD,Piero si,True
304,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,ACTOR IN A LEADING ROLE,"Daniel Day-Lewis - ""Lincoln""",True
305,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,ACTOR IN A SUPPORTING ROLE,"Christoph Waltz - ""Django Unchained""",True
306,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,ACTRESS IN A LEADING ROLE,"Jennifer Lawrence - ""Silver Linings Playbook""",True
307,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,ACTRESS IN A SUPPORTING ROLE,"Anne Hathaway - ""Les Misérables""",True
308,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,ANIMATED FEATURE FILM,"Mark Andrews and Brenda Chapman - ""Brave""",True
309,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,CINEMATOGRAPHY,"Claudio Miranda - ""Life of Pi""",True
310,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,COSTUME DESIGN,"Jacqueline Durran - ""Anna Karenina""",True
311,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,DIRECTING,"Ang Lee - ""Life of Pi""",True
312,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,DOCUMENTARY (Feature),"Malik Bendjelloul and Simon Chinn - ""Searching for Sugar Man""",True
313,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,DOCUMENTARY (Short Subject),"Sean Fine and Andrea Nix Fine - ""Inocente""",True
314,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,FILM EDITING,"William Goldenberg - ""Argo""",True
315,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,FOREIGN LANGUAGE FILM,"Austria - ""Amour""",True
316,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,MAKEUP AND HAIRSTYLING,"Lisa Westcott and Julie Dartnell - ""Les Misérables""",True
317,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,MUSIC (Original Score),"Mychael Danna - ""Life of Pi""",True
318,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,MUSIC (Original Song),"Music and Lyric by Adele Adkins and Paul Epworth - ""Skyfall""",True
319,2013,../pages/84b9fabc-39a6-44f4-a675-514b62ebdaab.html,BEST PICTURE,"Grant Heslov, Ben Affleck and George Clooney, Producers - ""Argo""",True
